85 2148
value,weight
87,81
97,6
85,65
71,39
32,88
73,85
67,25
58,48
72,54
8,84
100,10
14,86
59,24
21,18
60,60
98,90
71,95
6,60
8,37
82,42
27,56
71,22
88,34
97,21
15,72
74,44
98,12
63,42
81,24
85,9
69,75
95,70
2,75
95,78
62,16
65,91
72,63
7,88
33,38
75,50
9,17
44,72
53,97
95,52
14,5
47,54
44,17
79,53
82,52
9,99
71,36
86,71
83,4
75,43
67,4
2,63
3,50
81,39
85,82
59,61
35,2
12,60
53,39
16,67
71,37
88,58
54,48
34,67
15,22
39,55
70,90
71,34
52,59
47,5
70,43
77,37
90,43
70,30
28,50
82,21
55,100
4,85
67,63
21,55
65,79
