85 2270
value,weight
56,99
92,84
56,48
69,5
71,86
36,41
47,46
67,19
44,96
64,62
56,63
50,15
42,85
2,46
42,16
19,42
96,98
75,74
97,58
61,2
98,19
86,36
97,97
65,97
65,97
91,78
47,81
91,40
87,44
70,29
57,95
92,35
95,25
19,80
80,27
26,71
91,98
67,89
88,27
13,65
59,98
40,33
66,91
40,85
7,89
90,18
9,100
36,34
73,23
41,11
77,40
46,4
63,23
97,10
45,59
30,32
75,96
60,34
94,6
65,69
84,20
43,47
63,97
2,39
69,16
55,14
88,9
53,69
41,73
84,57
40,50
58,84
100,4
78,79
100,77
96,89
7,48
61,55
62,82
52,21
66,16
1,88
55,6
22,91
57,39
