90 2213
value,weight
26,39
59,67
19,40
59,17
14,10
20,21
31,23
40,51
2,84
47,65
30,76
10,80
69,80
61,32
94,83
54,57
85,98
82,22
25,65
55,90
67,14
36,90
94,26
31,19
34,12
31,24
36,92
5,99
82,73
28,15
37,90
2,85
83,43
16,57
8,39
26,56
85,7
58,76
3,12
13,17
22,26
91,61
26,55
72,25
64,84
41,37
8,39
76,98
81,1
31,1
25,92
34,27
49,54
57,31
60,57
44,65
99,36
92,31
59,90
54,5
90,25
33,45
50,40
50,28
58,15
22,25
96,97
47,13
67,9
92,15
61,18
72,21
25,29
47,78
41,85
76,42
93,32
71,66
37,100
36,80
41,40
24,69
17,70
9,83
94,67
92,35
96,69
9,100
50,41
20,28
