100 2702
value,weight
42,95
88,48
83,50
23,28
43,49
4,99
76,93
49,80
74,50
38,34
73,37
72,37
67,76
38,19
80,31
62,74
33,91
83,71
2,18
92,74
32,35
11,28
38,88
94,83
66,43
72,97
64,3
87,74
38,53
25,10
82,37
44,100
33,38
55,81
46,25
22,50
42,57
73,8
79,24
53,83
48,54
95,87
47,87
14,2
28,27
69,7
60,46
77,31
61,12
40,60
56,85
59,98
28,28
21,25
7,60
28,59
95,24
30,28
63,42
90,59
70,43
80,12
50,72
21,11
62,69
15,67
79,56
42,40
1,61
96,66
91,99
57,2
70,31
51,37
66,41
7,92
10,38
65,62
41,39
64,54
4,55
54,97
22,100
56,19
55,83
100,75
17,87
2,88
56,31
18,88
4,24
33,77
31,49
60,88
36,43
88,6
10,84
75,99
24,91
81,37
