95 2218
value,weight
92,3
31,32
99,43
92,48
99,31
20,25
44,68
86,52
72,18
53,36
79,23
52,64
43,37
35,85
47,81
1,81
60,12
68,25
76,2
45,32
79,16
87,84
33,42
62,96
48,93
59,6
56,67
53,69
54,26
88,35
49,55
78,6
58,23
85,8
22,15
34,41
97,25
6,32
58,50
49,6
27,11
26,2
84,45
95,22
92,80
31,86
3,53
64,99
53,11
53,77
60,43
56,68
61,60
48,81
5,25
59,84
66,5
14,12
6,87
67,43
86,78
10,87
67,15
15,32
63,9
84,60
98,84
55,94
3,21
77,52
10,10
3,58
60,84
74,36
78,34
83,84
9,15
26,58
41,64
95,66
99,93
97,85
96,38
81,83
77,7
47,24
14,51
51,76
64,57
24,1
100,53
68,34
49,75
14,64
75,68
