90 2306
value,weight
27,71
23,51
33,74
49,22
44,28
96,68
75,73
39,83
94,84
57,1
75,48
33,28
7,22
58,55
79,34
97,19
60,91
73,76
15,91
87,46
75,42
13,22
55,71
50,89
32,6
24,65
11,29
91,28
80,88
27,10
76,30
47,92
9,70
56,71
6,25
41,3
77,77
70,65
98,4
62,6
35,55
16,7
47,71
91,28
62,30
73,79
3,13
75,34
52,83
1,26
46,10
8,46
72,27
58,67
61,7
53,94
20,67
66,90
22,40
5,51
35,83
57,1
38,92
71,89
21,16
16,51
9,98
7,90
31,36
31,52
28,38
85,86
8,20
19,16
86,91
82,28
43,92
68,79
13,10
35,95
81,59
42,28
76,98
18,44
29,89
86,4
56,71
52,40
53,91
97,43
