90 2310
value,weight
58,47
57,42
5,60
56,7
87,27
34,93
14,56
57,12
58,23
46,23
75,91
5,99
59,74
95,78
25,90
26,43
60,96
95,89
88,74
14,90
25,30
24,44
19,56
78,50
43,35
63,2
61,10
86,46
61,4
68,90
100,39
55,40
20,92
6,1
100,47
79,84
17,31
31,88
17,16
60,68
82,25
40,92
99,86
23,2
92,18
64,15
31,89
58,18
93,59
19,14
50,34
2,76
14,62
39,64
100,62
52,87
22,63
57,100
95,6
60,27
73,10
47,78
9,15
86,22
25,29
28,30
85,59
41,60
43,58
52,78
42,51
71,28
96,55
82,95
4,7
78,76
6,11
5,36
15,49
62,86
39,4
34,82
30,65
67,94
33,92
52,36
18,15
22,88
16,49
25,76
