90 2168
value,weight
48,17
82,2
51,17
97,46
37,26
37,69
12,39
90,29
2,26
43,37
48,29
51,23
65,57
52,33
7,43
27,7
91,26
52,53
71,9
90,41
17,30
84,71
81,91
2,83
29,29
84,86
26,37
67,90
90,100
34,50
77,71
78,84
73,44
10,72
20,42
47,76
63,57
87,2
16,58
13,17
65,3
89,3
97,93
15,35
96,25
93,41
12,42
40,24
27,92
78,57
49,66
50,76
30,46
62,50
32,11
79,68
98,50
79,15
29,63
36,97
91,84
26,25
26,30
29,33
71,44
41,37
12,94
44,31
18,64
61,55
23,63
83,75
58,30
83,68
65,60
64,59
28,42
97,15
50,56
71,100
94,28
14,84
99,62
54,36
92,33
66,81
86,5
5,61
27,22
25,84
