85 2018
value,weight
92,15
53,18
3,80
64,91
65,18
59,36
34,62
68,34
56,71
15,70
45,42
72,21
35,24
38,19
32,11
47,93
62,20
78,71
18,30
29,58
62,60
100,17
14,29
92,82
78,9
33,34
81,32
47,27
93,6
96,86
42,39
35,65
2,83
97,45
58,68
40,21
4,86
1,83
49,49
55,27
80,77
42,93
7,4
8,48
23,90
65,6
24,94
82,34
88,54
60,20
25,36
9,75
69,36
72,31
70,72
28,28
59,33
72,67
56,2
69,45
45,44
46,13
27,45
49,58
20,38
81,2
77,59
42,90
10,78
10,25
72,80
6,8
88,53
91,87
96,5
45,69
71,55
47,67
51,63
70,24
38,44
99,72
54,77
73,93
14,10
