90 2328
value,weight
62,26
41,19
89,67
83,73
41,83
90,51
92,58
31,85
42,28
79,3
92,20
28,44
65,61
54,99
41,89
13,58
18,2
9,77
95,74
60,38
61,100
14,20
27,8
4,93
11,90
56,54
64,76
27,98
39,32
36,18
33,44
68,94
13,46
10,83
17,87
25,18
19,48
65,4
5,61
99,28
18,42
76,25
24,27
98,31
98,94
40,34
61,40
90,9
51,48
96,79
9,19
94,34
22,47
97,16
18,59
97,46
22,89
87,91
54,77
21,28
79,60
20,64
54,75
62,67
60,22
61,52
43,50
66,96
83,33
79,10
29,65
73,80
39,65
18,82
91,95
45,8
59,22
79,44
28,49
12,13
88,26
44,84
65,66
32,82
61,45
3,6
17,82
53,35
62,33
2,53
