85 2031
value,weight
78,30
90,73
97,95
9,43
96,96
10,78
51,37
17,55
40,2
36,5
81,55
46,68
77,54
28,77
87,17
52,80
62,2
4,54
46,2
31,52
13,17
43,3
63,60
42,32
99,31
90,7
2,75
95,15
40,67
42,7
84,24
47,9
88,44
28,18
81,77
29,71
94,73
29,80
97,25
34,20
46,52
12,93
41,95
33,72
29,16
65,30
19,88
47,19
67,1
20,100
47,27
26,10
21,28
39,95
5,31
56,51
34,50
72,93
57,72
26,90
97,92
51,34
6,91
75,32
84,11
99,76
58,69
3,27
100,43
82,63
92,52
79,52
37,59
80,59
20,39
75,43
56,60
92,57
19,2
34,3
76,7
52,30
11,85
38,39
1,95
