85 1938
value,weight
52,52
59,51
35,86
3,76
86,19
44,66
63,10
44,47
57,26
37,1
57,72
39,12
90,25
73,34
66,26
43,22
58,86
81,38
51,49
66,99
38,29
59,56
20,62
10,61
48,52
77,60
74,30
89,66
8,30
57,90
45,11
93,85
90,23
44,24
50,11
71,17
95,17
57,94
42,69
12,50
35,79
31,34
30,85
64,90
48,85
45,1
46,32
83,27
71,23
54,14
32,1
8,26
81,88
61,43
31,84
91,33
10,53
71,70
58,15
34,45
68,15
24,7
40,30
56,42
90,77
49,55
54,9
92,3
100,40
93,97
23,41
63,67
21,39
48,14
92,46
72,41
65,72
31,35
9,21
80,58
31,51
2,83
22,44
36,27
6,100
