90 2184
value,weight
79,22
53,81
94,71
4,26
99,53
4,17
27,52
15,90
69,91
84,38
46,14
88,38
73,68
6,35
100,49
69,50
34,76
41,48
7,7
32,73
31,88
88,94
53,11
93,15
81,75
90,89
78,4
69,94
31,48
57,54
29,21
81,22
55,64
49,20
18,27
66,86
21,29
18,54
77,18
32,35
79,63
17,64
87,91
16,42
55,77
15,6
4,9
44,21
43,33
80,41
79,63
94,18
48,79
15,46
71,10
39,90
66,2
4,94
63,11
63,57
49,9
33,65
65,44
14,36
72,98
20,50
38,38
78,32
78,64
78,12
40,31
46,70
20,92
36,77
10,55
42,50
87,29
47,13
91,87
16,14
57,12
17,93
66,43
64,99
34,38
7,50
96,41
72,84
43,43
44,36
