100 2360
value,weight
72,95
89,76
35,33
69,92
45,2
31,91
81,86
69,16
72,62
15,10
29,58
41,91
20,52
28,56
40,80
65,4
10,40
91,65
95,52
1,29
37,31
56,57
20,53
2,24
35,4
10,54
27,64
100,9
5,40
75,1
22,38
94,90
76,75
35,8
53,6
18,40
63,57
34,6
48,4
73,21
6,27
32,9
63,57
7,90
72,55
35,14
10,37
59,69
2,51
19,98
25,33
100,89
98,56
100,46
10,3
30,20
75,48
88,91
49,36
4,57
73,5
82,70
54,91
97,17
47,91
43,18
54,80
46,62
90,2
21,61
9,5
83,11
42,68
80,59
83,78
52,23
93,97
29,72
86,57
77,41
90,20
91,95
58,86
95,2
79,87
64,40
13,59
97,6
70,18
36,91
42,90
42,79
87,96
73,10
39,3
13,84
54,19
63,10
62,22
56,37
