90 2283
value,weight
24,47
84,27
58,58
95,18
20,68
43,91
71,64
51,10
25,44
23,87
25,84
74,1
34,79
56,83
35,59
71,93
27,28
84,63
54,22
69,82
21,37
36,79
89,56
20,13
35,48
49,35
12,88
97,39
97,20
51,78
29,78
8,51
30,70
76,52
26,96
79,79
11,6
85,77
77,81
38,77
44,38
48,16
3,68
79,21
83,12
17,22
61,23
12,95
99,48
86,45
53,3
52,23
63,57
32,34
98,83
72,22
16,85
61,38
98,94
93,22
65,20
93,17
44,82
59,19
81,68
82,100
3,66
43,19
84,56
44,55
28,25
41,100
81,59
98,20
54,35
92,88
41,35
77,12
56,17
93,22
31,33
68,53
2,48
13,30
42,29
49,87
58,63
46,48
49,84
10,60
