90 2213
value,weight
38,91
82,55
89,37
16,22
21,91
41,12
88,27
10,27
53,11
25,26
30,67
51,52
99,41
85,69
9,63
38,30
2,25
61,85
35,31
99,79
28,97
83,29
19,92
91,53
76,19
11,13
100,85
69,94
75,94
19,18
75,65
32,10
70,26
74,66
12,11
62,4
21,23
61,57
9,7
19,30
21,93
98,70
47,29
7,59
7,33
88,45
7,64
59,8
54,26
75,9
39,39
14,43
89,28
76,70
18,43
20,72
95,14
5,34
1,56
50,67
43,31
29,87
13,97
13,39
83,94
6,24
6,96
13,50
53,91
67,21
45,57
42,82
58,44
64,76
93,11
2,60
20,60
49,10
34,47
22,90
25,35
95,63
82,35
92,42
74,75
87,93
11,31
84,33
87,65
47,51
