100 2481
value,weight
46,32
67,88
100,48
29,11
1,65
81,51
39,73
85,55
66,96
96,31
98,38
21,41
73,18
16,33
6,53
62,16
85,41
21,89
28,74
83,52
22,21
84,77
64,12
72,30
82,76
66,11
4,9
77,69
4,95
65,19
26,96
19,94
63,69
77,8
38,10
74,53
79,27
75,28
98,77
7,64
17,71
16,34
39,5
81,22
52,45
16,24
67,47
58,81
9,78
54,3
44,12
15,66
88,89
41,16
28,59
88,27
66,93
41,68
94,36
17,37
48,93
16,96
30,33
63,79
92,10
67,84
93,48
56,50
79,81
29,28
90,42
83,65
91,69
51,61
69,71
70,100
41,25
51,84
34,10
35,100
33,26
13,76
90,22
60,1
48,99
78,33
25,67
39,54
21,52
42,81
28,40
33,20
9,33
97,35
68,65
36,7
76,72
81,6
97,28
92,53
