90 2354
value,weight
36,17
6,55
68,68
29,11
59,76
31,67
58,98
11,82
84,98
60,59
31,7
60,4
74,53
1,40
21,85
78,100
28,50
21,69
38,39
11,45
61,78
82,5
37,66
87,90
51,82
38,92
68,98
25,50
56,42
93,40
87,13
31,14
9,89
56,64
61,72
96,50
67,43
43,32
72,9
81,69
32,42
41,61
17,9
29,4
91,62
27,95
62,43
13,68
20,85
2,86
30,71
3,7
7,32
24,30
8,15
8,56
14,11
83,98
54,7
52,81
81,6
39,33
18,10
45,32
48,100
6,81
15,88
10,45
75,32
53,14
84,62
66,43
56,4
81,81
2,34
89,28
71,8
30,61
92,55
62,78
90,48
86,58
13,98
80,60
46,44
41,51
99,84
95,92
39,26
81,69
