90 2240
value,weight
64,61
74,52
36,87
73,51
77,46
36,97
32,78
56,77
9,9
11,100
67,9
88,30
16,1
93,23
40,95
69,58
90,97
12,66
12,46
78,32
94,75
72,42
62,70
22,68
79,77
99,83
69,66
96,10
48,70
66,48
98,62
19,97
68,52
68,72
28,15
16,87
47,69
39,84
8,8
14,49
17,16
57,40
31,11
88,46
35,97
20,20
21,18
36,75
38,73
94,18
7,83
14,46
46,20
32,4
74,2
47,92
97,72
6,59
23,19
67,18
86,34
33,83
25,30
83,24
49,72
25,18
68,26
44,13
100,16
85,32
22,17
65,6
23,90
11,31
42,45
75,50
17,53
85,74
4,17
35,44
36,71
94,40
33,52
25,7
30,78
33,48
83,70
73,96
39,2
74,93
