95 2270
value,weight
11,16
50,5
91,62
82,11
77,68
51,87
73,53
70,30
62,32
73,25
19,10
21,31
57,51
21,15
36,67
7,100
12,35
46,43
72,67
62,99
17,87
42,91
94,89
66,59
13,85
27,29
16,34
56,52
70,70
29,40
14,13
34,12
29,50
21,62
28,10
61,68
34,8
32,90
18,12
4,41
46,9
80,13
95,10
14,81
29,33
30,34
49,84
10,11
73,96
45,78
9,87
91,7
37,95
9,6
73,83
1,49
68,5
80,1
75,52
68,79
56,8
9,84
38,72
66,54
56,15
94,24
30,45
65,61
80,52
9,96
16,66
64,1
1,5
71,61
32,45
94,43
94,55
41,11
16,28
63,63
52,86
72,93
45,79
55,79
62,60
85,59
87,31
3,37
33,43
85,20
27,16
44,55
62,64
41,67
73,40
