95 2208
value,weight
81,14
65,21
77,60
63,77
67,85
42,50
81,85
38,8
69,58
13,20
64,76
90,19
23,60
65,73
62,4
77,82
19,2
55,97
72,19
59,28
49,26
44,78
27,73
84,37
94,97
60,30
9,28
15,26
21,8
14,83
37,3
65,25
87,52
89,100
51,83
24,95
78,56
93,48
86,59
21,61
60,4
20,31
93,35
9,35
90,100
94,14
1,41
68,10
99,15
35,25
16,20
81,92
50,17
4,65
97,3
83,6
70,1
44,31
4,36
3,42
38,99
12,28
22,19
97,86
94,88
42,96
97,98
1,58
26,49
23,62
64,9
19,19
67,50
63,94
80,28
34,23
97,36
2,43
28,88
42,19
32,32
4,33
70,83
34,89
30,74
48,5
25,57
51,30
48,68
99,43
97,19
8,30
100,28
27,99
83,6
