85 1950
value,weight
98,87
76,81
7,64
52,75
46,29
71,66
97,66
60,32
91,15
89,36
14,56
31,25
72,33
35,44
60,73
67,9
72,10
55,72
93,16
12,23
22,20
44,29
41,12
38,85
11,42
57,75
97,31
15,89
81,46
81,16
53,48
69,6
70,67
16,61
72,20
19,42
93,4
88,24
38,53
80,16
35,31
3,49
13,36
30,20
63,57
2,87
75,2
9,91
78,5
57,72
58,27
43,60
89,54
63,89
91,23
26,42
100,59
15,90
5,78
76,66
47,8
24,32
32,63
95,18
17,66
2,86
41,12
91,18
36,31
70,68
33,54
96,83
44,84
16,28
33,25
31,10
45,79
75,85
61,49
3,89
83,61
64,50
92,36
57,1
60,28
