95 2677
value,weight
21,68
27,53
24,98
50,38
20,52
70,47
26,39
46,35
61,55
27,88
87,2
95,78
48,3
32,73
46,42
88,70
76,84
91,32
21,90
65,35
61,95
21,60
24,55
62,37
65,55
72,18
86,75
35,21
11,3
100,44
63,62
7,63
4,67
94,71
15,47
85,8
52,88
67,54
82,71
43,43
7,82
1,77
61,85
97,32
41,51
61,34
2,97
24,6
26,33
94,53
79,82
28,88
2,71
90,86
45,86
69,75
35,87
44,24
40,91
68,60
86,24
68,96
19,85
73,54
64,31
93,61
11,20
22,81
10,97
54,97
55,68
8,80
46,78
11,91
1,23
48,30
98,1
21,62
37,78
98,54
19,80
77,1
68,6
2,51
74,52
14,2
42,19
33,32
58,89
69,39
73,97
5,43
92,29
14,95
98,89
