85 1940
value,weight
96,89
41,99
49,46
46,15
2,30
93,33
33,91
14,84
74,63
23,16
51,47
91,90
82,100
43,74
38,69
98,100
58,58
85,2
22,26
58,5
25,9
80,45
56,31
71,22
24,7
17,44
18,11
91,55
62,20
75,1
93,63
23,59
95,18
74,58
65,58
100,30
21,8
28,71
3,29
38,79
19,96
78,28
56,15
18,80
86,96
87,37
68,59
15,21
55,96
20,8
70,39
15,1
94,47
47,56
41,8
25,8
53,39
95,10
63,16
17,30
22,79
7,49
6,66
92,62
92,38
93,9
24,32
70,42
16,93
39,89
93,98
13,98
44,32
52,17
99,16
3,46
40,50
60,38
38,24
86,84
73,19
51,45
50,11
53,13
17,86
