100 2311
value,weight
2,70
57,45
89,83
78,57
80,10
43,94
10,97
48,42
13,69
11,85
6,11
1,31
61,51
22,95
53,29
51,96
5,90
84,8
33,16
57,48
56,25
74,54
91,25
14,67
87,28
75,72
78,41
32,11
92,78
37,10
3,10
39,23
61,47
78,58
78,16
77,23
99,52
66,26
60,8
44,60
83,1
82,3
11,15
9,72
76,69
53,12
33,63
24,75
23,49
22,41
52,22
50,87
8,80
17,8
96,69
27,29
12,90
98,61
93,92
50,67
68,75
32,26
90,19
93,41
14,39
4,20
88,37
5,44
22,94
82,9
61,89
30,39
69,77
1,12
27,27
87,73
5,27
44,6
63,1
74,92
47,51
4,26
51,41
64,10
74,59
57,19
87,55
22,18
86,29
70,82
92,88
83,16
7,57
70,19
89,89
79,59
89,16
5,75
35,21
96,80
