85 2223
value,weight
21,29
100,81
86,27
13,3
34,15
68,99
19,47
86,13
95,97
77,86
7,83
30,6
63,100
54,34
29,21
4,99
7,50
75,65
28,28
16,1
32,13
22,89
97,70
31,59
68,83
39,37
57,15
31,26
19,36
62,24
83,6
94,31
1,82
55,61
83,80
95,72
94,76
33,100
10,57
27,58
4,45
23,8
18,62
45,100
55,70
49,32
91,33
52,30
65,17
14,83
11,59
96,45
65,45
56,85
8,36
44,32
25,19
12,89
98,60
72,100
25,97
19,16
98,95
4,60
9,68
92,96
67,10
8,83
30,46
1,76
25,62
7,22
29,61
35,95
80,6
66,88
36,5
80,9
38,59
45,75
74,36
27,28
33,6
42,44
16,94
