100 2617
value,weight
29,91
55,51
40,60
50,47
99,30
76,75
35,28
72,16
50,100
25,83
93,41
22,49
100,30
52,95
69,57
42,93
81,8
43,3
26,97
38,99
80,74
27,70
64,78
96,34
1,12
32,30
55,50
87,93
26,36
90,41
4,59
78,68
28,61
66,68
11,88
98,59
68,7
84,35
52,29
45,63
89,14
55,93
78,15
4,64
29,24
31,15
57,73
76,96
60,13
13,71
52,32
63,78
69,4
78,69
26,52
2,98
4,92
89,94
71,5
9,63
96,51
86,4
89,97
45,25
22,33
19,24
28,90
98,8
98,40
69,35
8,50
83,14
58,71
34,4
19,7
82,88
40,42
32,52
56,35
84,71
72,5
53,34
59,74
94,34
6,12
91,100
69,93
33,63
58,93
34,28
80,66
53,99
100,49
46,24
74,57
3,75
95,70
47,82
91,24
14,38
