100 2519
value,weight
97,38
68,56
94,14
21,74
79,77
16,83
77,3
39,77
45,59
92,28
75,5
59,61
58,40
10,82
54,4
22,100
20,25
9,67
13,38
45,95
59,77
25,88
25,12
25,77
44,88
14,36
65,43
41,57
18,28
67,74
71,68
16,76
56,38
8,81
23,25
13,39
3,9
33,39
3,1
58,100
31,97
17,3
48,98
66,97
7,52
29,16
71,18
80,92
1,34
78,30
63,65
22,100
50,2
15,64
21,96
100,12
49,40
97,70
5,85
87,42
92,46
77,29
33,11
64,44
90,31
70,28
21,12
41,21
86,53
90,65
58,3
20,11
4,41
89,25
65,49
92,75
9,80
72,66
10,93
84,91
26,37
43,47
10,87
26,3
80,35
73,70
61,12
28,98
6,34
48,50
66,10
85,83
9,16
97,86
67,42
5,78
71,71
57,34
70,49
9,28
