95 2211
value,weight
39,16
97,27
70,56
9,94
6,50
56,75
57,87
85,48
85,86
80,25
56,86
30,80
68,84
20,72
17,17
90,47
2,29
46,52
27,28
35,36
64,6
80,28
44,22
11,92
76,74
51,22
97,49
82,9
86,91
38,75
1,53
17,68
95,28
51,43
24,8
11,91
15,46
41,29
34,61
20,29
88,8
53,19
9,30
67,58
46,19
100,88
92,22
64,89
89,15
93,74
95,44
89,77
80,48
55,50
4,24
17,7
52,86
64,13
64,45
19,32
74,33
30,19
72,55
50,47
64,24
24,23
18,31
94,31
70,59
93,98
77,74
79,76
77,94
60,2
33,7
16,32
12,95
19,2
42,18
68,26
49,39
73,98
49,74
46,85
24,5
79,7
85,55
10,55
29,70
5,53
60,65
28,3
40,7
69,30
37,64
