95 2272
value,weight
52,44
75,1
42,94
51,82
95,7
11,13
24,64
52,18
3,64
65,93
76,33
48,69
11,38
91,34
15,8
75,80
15,82
59,59
47,7
55,99
78,14
18,92
89,37
9,79
42,96
58,96
23,78
57,49
37,47
25,44
93,57
80,45
8,66
95,74
66,35
91,38
52,19
71,35
79,39
1,98
45,27
27,50
63,44
3,65
77,48
32,45
49,27
27,52
74,97
77,3
50,35
68,30
28,90
45,41
75,99
22,14
96,7
89,57
47,19
58,27
24,36
45,74
15,11
70,22
63,17
78,52
88,62
20,12
98,45
21,75
77,43
77,61
52,4
1,62
31,58
71,68
6,94
45,37
48,81
79,76
2,4
42,72
50,98
62,11
66,34
67,13
91,11
41,30
22,88
63,54
84,25
98,62
32,5
81,35
51,9
