95 2397
value,weight
83,9
86,95
27,84
60,99
64,92
64,7
73,39
37,87
12,58
56,83
43,18
36,90
20,7
2,7
53,70
22,51
33,38
60,100
99,10
92,14
14,71
35,7
31,49
65,56
56,73
97,34
92,19
6,81
33,71
89,89
17,47
97,31
40,1
48,39
32,59
42,72
56,67
2,97
1,12
65,97
22,10
41,75
12,20
50,25
67,53
14,64
23,98
17,68
81,52
5,66
44,22
100,73
80,69
95,73
96,6
73,7
59,68
97,60
29,27
79,50
20,50
7,44
52,24
16,43
22,96
32,6
37,12
18,80
68,36
28,76
72,9
15,8
10,33
22,56
72,24
73,51
18,34
74,66
43,23
24,32
7,98
58,96
45,53
91,39
66,31
32,96
11,95
23,77
93,73
61,20
6,38
84,97
1,20
2,8
81,35
