95 2550
value,weight
97,51
54,61
18,81
27,45
29,35
41,76
9,22
76,69
13,33
92,80
50,69
32,12
8,49
27,61
53,70
33,53
7,79
6,23
72,74
74,66
83,24
56,24
47,72
65,77
77,24
56,68
74,4
95,15
22,15
81,23
60,70
1,80
49,90
38,92
60,7
74,2
33,96
3,55
36,63
5,9
39,59
75,35
42,78
96,59
68,24
27,77
11,76
93,44
22,21
18,13
73,1
19,80
98,3
82,50
20,47
89,64
50,86
77,91
68,9
9,88
9,51
71,40
48,74
19,79
94,82
82,56
7,83
18,76
100,94
59,52
70,65
1,29
84,94
15,15
62,21
11,81
43,32
7,62
68,70
34,35
83,91
65,95
43,44
94,29
90,40
76,72
24,83
59,58
99,65
80,73
30,38
93,26
38,65
44,47
18,59
