90 2280
value,weight
34,36
74,19
89,53
63,39
85,90
8,22
60,30
84,17
76,50
56,87
20,23
24,52
22,71
72,22
57,9
84,66
14,54
29,77
42,32
36,56
57,40
84,18
80,88
83,37
84,74
27,10
25,38
58,65
21,91
52,74
41,55
77,4
87,24
15,47
78,48
16,65
93,12
90,62
23,3
16,20
85,59
7,22
52,12
19,5
46,98
88,95
66,55
18,57
73,95
54,20
21,37
29,2
46,76
50,39
93,46
57,59
43,96
17,95
34,88
97,82
68,64
46,81
29,32
55,30
15,99
58,65
96,80
19,66
85,62
8,47
47,65
76,83
15,12
30,46
80,15
39,55
35,84
22,56
94,4
54,57
27,50
4,85
30,77
89,17
45,37
62,3
54,36
9,86
74,52
25,96
