85 2079
value,weight
56,39
89,60
41,61
76,19
5,61
73,92
31,69
50,60
66,98
4,77
97,56
42,78
83,3
34,95
15,98
52,3
83,62
75,6
97,41
84,66
39,30
91,8
62,27
93,30
5,63
57,98
72,65
22,44
28,12
66,62
97,32
46,82
47,82
69,47
19,46
68,18
57,25
23,77
37,41
67,36
75,58
16,5
16,69
99,53
76,23
83,92
45,26
84,63
64,94
84,6
72,7
60,49
4,8
18,2
99,39
39,86
66,31
88,60
18,66
30,77
78,90
10,5
99,23
5,51
57,22
64,40
52,79
91,26
33,24
71,66
4,4
67,25
20,94
99,22
78,66
20,54
46,64
63,96
79,95
71,44
3,77
62,36
70,9
40,37
6,27
