95 2482
value,weight
4,69
29,67
44,79
35,64
90,76
58,90
52,70
41,85
68,18
64,30
28,10
72,21
65,41
59,93
70,6
90,28
24,53
36,18
7,100
5,55
98,77
44,57
66,60
24,90
40,57
59,56
15,63
81,83
67,79
44,50
19,60
65,33
62,52
71,34
31,2
22,40
52,100
44,14
38,50
65,18
57,70
88,86
5,70
95,5
64,21
33,73
58,24
87,13
35,20
74,86
87,17
59,35
16,41
100,62
16,60
21,60
24,70
15,64
15,61
41,45
57,62
46,7
8,44
17,44
39,7
12,2
60,100
90,78
24,87
81,36
81,5
4,47
73,53
42,19
72,85
72,75
80,57
16,88
97,46
7,86
3,47
96,49
39,97
51,87
41,96
16,65
52,85
7,11
14,74
1,8
8,57
72,83
95,9
20,20
62,18
