85 2311
value,weight
39,74
35,24
53,15
54,32
20,42
47,53
43,30
29,51
83,97
58,16
98,81
27,85
4,74
61,91
49,36
33,66
84,17
32,100
56,87
89,72
25,70
54,100
44,96
30,74
63,91
85,9
40,5
28,20
97,53
59,3
9,1
11,1
23,5
18,45
82,70
40,100
32,20
57,2
16,1
80,68
2,37
7,68
27,53
63,75
59,14
18,38
35,78
39,71
22,88
50,81
67,29
17,84
1,77
86,94
58,88
44,23
77,81
11,95
32,12
16,16
40,97
98,70
91,27
1,54
25,80
81,50
91,61
4,67
35,51
18,34
49,78
8,77
41,52
41,63
93,28
22,65
10,65
17,57
100,67
13,12
91,81
86,34
69,81
29,58
43,34
