85 1843
value,weight
76,8
84,47
71,9
36,70
69,6
14,88
43,28
23,56
84,6
17,11
12,36
100,9
87,87
56,66
92,30
75,26
8,25
100,73
59,50
12,10
40,19
41,92
21,11
13,16
47,46
15,21
7,71
52,50
15,82
26,31
6,9
41,38
1,71
37,98
37,63
86,91
45,31
6,14
13,43
36,15
61,38
52,55
26,26
7,73
75,47
54,12
69,17
29,42
20,72
18,29
60,25
10,50
42,85
95,31
71,8
56,3
89,24
87,45
38,58
58,21
45,56
30,2
6,27
68,2
62,11
74,94
1,38
44,25
15,80
10,72
70,93
42,52
35,58
14,46
3,31
96,68
9,68
42,17
61,73
84,89
4,83
62,54
6,74
92,33
44,26
