90 2097
value,weight
8,21
64,54
28,87
48,63
61,9
34,17
35,6
34,91
31,24
63,45
23,54
53,37
12,32
3,3
18,43
14,74
79,19
2,5
71,97
13,60
59,92
17,75
37,46
90,80
62,3
82,24
19,4
14,46
10,88
16,77
25,39
55,70
43,91
44,77
16,93
12,32
44,33
93,39
6,91
59,57
81,71
17,51
84,56
35,38
52,59
3,39
99,9
91,71
55,58
59,3
64,67
71,6
50,73
58,88
37,26
12,14
34,80
4,46
68,15
67,80
16,24
81,76
89,11
63,19
48,44
19,86
75,2
45,23
97,65
76,30
1,56
58,42
53,2
17,60
41,64
73,60
80,31
19,14
7,56
6,91
79,24
49,61
1,29
15,6
73,44
3,2
84,99
4,19
85,100
49,7
