90 2262
value,weight
62,55
12,5
41,22
90,80
78,51
94,100
61,89
61,39
78,83
82,63
56,81
81,52
67,15
90,86
65,93
6,51
89,96
100,19
73,11
12,29
56,71
96,87
89,55
94,82
72,95
22,84
72,35
40,65
15,2
19,18
86,84
75,95
42,65
32,12
68,88
73,24
61,29
47,58
88,80
10,37
8,52
90,41
64,49
92,8
8,88
94,80
93,99
20,11
60,12
90,68
75,18
13,4
37,4
52,69
65,36
81,19
42,47
31,42
10,90
50,42
87,12
3,31
25,62
79,20
84,65
58,40
8,85
47,40
21,57
30,57
86,28
34,73
12,61
32,91
89,15
36,85
82,13
24,10
90,21
83,31
22,5
37,43
98,64
79,10
6,67
63,8
92,80
12,59
99,56
60,70
