90 2302
value,weight
86,47
70,98
48,45
89,86
92,96
4,81
95,67
93,24
86,87
54,18
64,67
60,84
53,53
89,51
42,35
1,83
74,25
76,43
59,2
35,45
58,20
83,70
84,20
23,38
10,55
58,5
96,28
71,59
62,59
25,80
67,98
74,63
44,46
48,90
59,11
73,77
9,16
41,52
66,65
60,77
74,58
85,23
92,17
29,59
10,43
6,23
73,81
28,3
73,39
34,29
26,43
99,61
54,84
76,1
68,21
57,78
33,2
85,93
96,15
18,27
43,22
98,87
65,43
82,81
3,1
23,90
14,84
98,49
32,88
49,3
19,39
65,84
4,50
20,52
84,89
41,43
26,34
36,55
51,21
57,38
87,87
86,78
3,87
24,75
61,52
35,10
43,54
92,88
21,50
55,5
