95 2194
value,weight
9,52
15,42
12,9
45,82
63,51
23,88
49,1
93,84
80,56
81,46
38,51
44,97
98,87
30,51
42,79
95,97
29,91
63,68
14,9
69,25
82,51
3,98
64,4
74,9
96,40
74,60
50,33
63,43
10,86
12,24
22,100
56,76
47,2
95,91
49,59
50,85
69,97
16,82
100,11
56,36
51,26
24,70
99,37
5,22
57,76
33,95
2,94
3,8
23,6
55,93
91,61
13,51
21,22
76,48
52,2
7,56
29,92
5,11
5,57
95,39
24,31
33,35
16,42
63,11
10,89
75,18
68,67
56,33
74,14
83,15
3,18
38,69
65,22
2,15
87,7
74,3
31,23
24,9
81,33
25,21
2,12
28,54
32,62
50,98
61,34
83,47
32,31
98,6
5,39
85,24
52,30
11,65
44,52
56,15
58,25
