90 2359
value,weight
62,49
75,77
16,44
86,68
59,53
37,96
52,99
70,69
38,46
6,33
68,13
49,94
86,71
15,33
1,75
53,95
40,19
21,34
74,70
64,3
14,54
18,70
60,44
47,41
17,34
17,16
2,26
22,99
63,48
44,94
84,88
71,22
26,42
83,43
52,96
84,64
41,63
57,33
14,13
40,28
49,21
66,76
23,57
62,36
84,8
9,82
91,25
21,32
5,97
92,20
9,40
17,70
97,99
21,33
57,51
42,47
30,72
37,87
71,79
21,37
89,23
11,81
15,36
100,51
26,70
42,73
95,30
21,39
96,36
32,14
50,14
4,67
94,99
62,89
76,26
6,38
60,32
45,86
85,10
96,59
32,14
46,21
64,95
93,66
74,37
37,95
34,6
96,66
26,54
84,64
