85 2175
value,weight
87,1
93,19
29,30
67,16
40,94
58,39
35,40
84,65
70,63
79,99
41,32
81,82
49,28
90,26
30,15
15,43
57,69
31,37
5,85
88,72
67,3
5,80
79,72
75,100
4,37
15,35
40,91
47,26
5,74
87,21
54,36
85,95
95,86
47,4
96,21
85,50
59,99
57,4
11,53
11,27
36,30
45,71
64,85
57,77
22,66
18,85
77,51
39,55
89,48
80,41
89,51
8,94
59,42
82,82
1,54
75,86
26,9
84,63
86,85
77,58
9,27
3,61
20,30
29,17
99,84
90,35
10,80
21,36
19,31
6,61
28,75
12,75
72,20
17,76
87,74
66,33
97,42
95,67
88,24
53,13
70,18
39,25
47,76
86,42
20,26
