95 2636
value,weight
31,82
59,56
30,12
2,24
23,77
58,82
62,92
90,6
22,72
52,36
60,69
99,73
67,33
38,76
94,46
67,96
45,44
75,3
5,90
37,8
67,82
99,34
84,29
86,33
6,78
60,21
90,54
94,70
57,77
53,77
65,68
57,1
25,12
48,3
31,31
52,2
61,60
83,14
3,68
65,54
70,94
72,79
9,92
4,18
82,65
99,93
34,25
41,33
14,85
53,73
33,68
82,26
41,20
49,86
88,64
36,100
30,41
49,40
96,56
71,87
69,51
78,9
34,21
57,89
87,97
47,54
69,94
62,92
93,5
88,48
17,60
76,93
21,81
8,6
86,71
38,69
44,77
68,34
27,14
1,69
63,21
5,69
47,51
54,91
3,86
6,16
26,70
34,65
6,84
86,54
80,99
98,28
76,63
13,100
44,52
