100 2633
value,weight
27,86
60,43
34,93
4,73
43,69
37,35
31,71
69,80
76,20
21,72
26,13
66,19
90,47
30,87
59,14
17,47
95,87
1,72
91,59
29,41
88,20
88,2
84,25
77,98
33,97
83,24
39,27
100,45
42,66
23,78
92,66
56,93
33,51
81,69
72,23
23,69
23,18
42,87
48,32
53,45
46,1
83,12
48,37
62,60
60,100
28,7
90,2
4,16
65,52
48,82
29,44
21,68
11,90
20,53
76,97
9,92
21,56
3,18
68,85
31,24
14,14
14,73
23,54
47,49
88,11
96,48
55,11
52,86
66,98
57,71
95,8
20,73
22,46
8,54
1,58
47,89
21,17
62,1
6,53
2,94
18,44
60,93
59,58
94,10
95,85
21,32
81,78
11,51
95,13
11,19
27,88
68,5
19,93
1,60
11,65
83,95
13,5
99,93
1,43
88,70
