100 2385
value,weight
86,19
61,59
77,42
72,78
71,83
7,37
93,22
4,59
47,46
85,92
99,57
25,27
92,10
4,17
56,72
80,7
34,3
71,77
37,28
38,41
76,3
40,34
37,94
45,26
54,8
44,66
99,57
31,88
44,86
4,75
15,20
37,42
79,20
29,82
85,28
36,77
67,47
88,4
12,40
23,61
95,92
39,47
77,25
81,74
36,28
49,99
62,28
15,49
70,39
53,48
2,73
80,69
47,52
63,64
64,4
48,12
44,33
56,60
89,49
27,88
43,51
5,80
52,18
72,97
24,7
8,94
82,67
1,12
51,63
47,99
12,61
62,46
32,3
71,99
90,69
60,41
45,29
70,7
18,25
92,74
64,71
98,88
43,62
58,19
10,28
50,32
87,69
47,43
16,4
28,70
8,15
17,15
93,58
1,26
11,50
22,32
45,82
26,61
46,2
68,35
