85 1999
value,weight
5,45
31,66
3,14
47,24
49,78
81,61
1,99
1,21
90,35
33,9
88,49
46,5
88,52
63,38
32,48
96,63
41,26
68,33
14,63
36,84
78,83
48,16
53,28
55,69
13,63
23,69
90,83
58,14
17,28
13,12
93,36
90,19
88,54
69,79
24,29
96,85
85,2
86,53
1,61
41,37
8,70
40,43
53,71
61,86
80,60
59,73
83,73
21,34
82,29
33,51
33,66
83,26
35,56
59,11
13,54
48,19
17,54
47,3
79,97
16,74
8,9
76,23
65,23
82,81
21,83
28,89
85,38
16,82
39,88
9,42
29,3
5,8
5,22
3,78
26,43
94,18
85,59
28,22
88,88
46,2
58,86
4,15
1,19
78,30
8,65
