90 2305
value,weight
64,7
8,3
83,60
4,51
59,93
95,38
33,9
30,64
97,37
3,64
24,22
25,99
32,32
42,50
72,86
57,68
90,40
83,77
80,21
41,28
53,51
5,25
62,51
100,27
11,33
68,4
68,20
68,78
40,65
56,83
49,38
43,93
64,27
40,26
13,79
60,30
47,20
71,40
97,19
44,94
4,49
16,29
60,39
90,16
23,69
45,43
92,80
4,6
89,23
47,92
37,38
23,32
52,66
18,63
30,97
94,44
94,59
92,52
52,93
78,29
70,72
40,33
68,45
23,27
42,99
62,84
38,98
49,98
30,87
40,31
29,61
82,41
98,83
48,23
93,57
99,98
6,13
18,96
30,11
20,33
64,43
6,43
18,68
80,49
58,42
63,77
66,67
44,49
15,86
52,26
