90 2134
value,weight
23,87
21,94
27,78
50,11
35,40
78,44
89,82
6,99
44,53
85,100
48,58
29,35
59,49
65,70
95,56
96,49
44,58
6,61
91,12
68,31
44,53
61,99
50,17
92,45
13,36
29,23
23,23
23,9
52,77
3,28
37,7
55,77
45,97
12,80
95,40
84,48
84,41
26,44
32,82
6,28
46,57
32,2
52,28
10,17
24,56
28,38
33,44
46,27
56,74
35,3
43,31
80,15
71,78
97,73
85,77
18,7
70,16
98,11
83,15
95,94
28,12
28,54
56,33
12,40
87,90
35,53
32,42
71,64
49,24
18,78
26,15
38,100
79,19
2,47
21,51
46,23
66,13
80,10
82,54
5,74
76,88
93,23
63,16
98,46
69,40
21,45
45,28
71,38
85,96
39,68
