95 2365
value,weight
36,85
93,100
51,87
16,44
13,15
99,73
43,77
21,32
43,41
86,38
80,97
39,20
17,75
25,20
80,90
66,21
41,65
64,67
17,33
77,1
60,73
71,69
76,9
13,53
77,13
20,76
43,80
63,10
55,24
44,88
3,44
30,26
39,81
85,9
98,38
2,88
99,4
29,86
90,42
100,84
97,92
1,71
42,34
97,34
38,51
83,44
81,38
44,61
5,80
2,24
19,61
91,77
36,49
51,2
82,33
42,32
97,14
8,1
3,57
17,54
38,37
33,3
19,88
38,90
68,74
2,43
76,47
22,65
75,51
97,54
65,7
81,72
18,39
32,30
57,90
68,57
79,59
91,14
81,89
29,51
83,51
56,4
18,93
93,56
16,42
32,94
89,57
91,45
37,49
61,74
36,11
11,7
2,16
15,64
77,20
