85 2315
value,weight
46,64
40,12
96,43
92,59
81,22
41,2
97,21
68,79
16,98
7,13
15,68
50,39
65,27
52,15
68,60
64,49
85,23
52,93
71,20
86,3
64,94
94,42
49,57
20,88
4,95
61,3
38,76
44,10
21,61
12,59
3,55
69,76
37,69
22,53
86,36
43,83
25,91
33,5
48,81
56,56
57,49
27,70
70,16
79,93
71,73
42,58
7,53
33,80
89,67
27,9
94,72
22,98
67,36
99,64
63,87
71,59
57,25
8,71
76,29
33,12
79,26
46,93
89,36
67,75
9,22
93,85
75,56
71,32
12,24
4,90
5,23
16,94
32,93
46,29
52,69
51,99
37,85
57,74
16,34
52,84
1,43
72,59
33,90
99,32
7,63
