100 2544
value,weight
39,38
28,74
19,82
94,62
59,10
30,55
74,87
62,60
25,12
51,35
73,31
80,20
86,57
73,49
1,12
66,18
79,91
13,10
17,82
82,27
49,78
45,29
30,81
12,91
96,7
29,31
48,86
50,86
32,71
85,3
35,49
84,86
49,11
47,1
66,53
69,100
93,61
98,25
45,87
83,87
86,17
50,96
85,6
11,97
84,45
65,16
81,50
50,72
9,46
11,48
81,27
73,20
11,56
27,4
86,99
42,70
45,99
11,95
1,56
66,74
38,64
9,61
75,24
86,28
59,96
54,62
19,47
62,25
85,4
68,81
47,82
10,81
30,95
77,33
44,82
58,97
38,8
36,52
33,2
37,21
1,12
35,65
21,39
2,81
66,91
23,63
88,4
86,92
51,33
29,30
79,3
1,82
19,31
81,7
78,59
89,35
69,89
29,76
12,10
2,14
