90 2034
value,weight
64,39
74,56
24,27
32,36
19,15
40,42
83,77
82,62
90,97
22,22
50,55
46,55
76,31
57,92
40,49
22,6
67,67
4,42
24,31
98,37
2,24
93,15
18,27
85,34
30,16
45,83
89,33
66,58
30,86
80,85
11,91
94,63
76,74
31,55
43,40
77,22
16,16
22,41
70,86
83,80
24,29
68,38
26,52
96,26
75,91
14,57
8,5
25,11
88,85
41,25
42,43
10,10
25,36
65,19
79,43
56,4
95,100
82,26
38,7
55,100
8,79
80,70
75,42
50,14
68,78
49,54
89,20
88,71
63,47
84,23
34,28
38,32
61,30
26,14
9,63
1,54
17,4
63,4
51,6
98,13
64,39
53,97
34,23
88,65
6,5
63,16
93,74
63,77
87,86
71,66
