95 2457
value,weight
8,11
88,12
46,63
82,27
93,6
68,79
76,55
31,61
53,98
83,29
62,82
91,49
25,34
84,43
79,79
41,28
67,44
98,79
74,87
80,14
96,87
87,27
40,97
14,61
36,38
46,4
94,83
45,25
6,25
98,20
34,78
69,77
63,51
71,43
78,96
52,91
96,68
14,75
73,11
2,54
30,2
59,37
45,2
21,61
26,71
64,30
78,74
5,8
78,61
14,99
23,61
93,73
27,95
64,90
88,6
32,49
62,64
69,1
71,92
73,59
83,81
87,29
80,9
94,38
93,54
72,47
44,60
34,9
29,50
26,54
3,72
75,4
13,25
1,58
1,54
4,68
68,87
99,21
49,58
80,57
8,41
60,12
23,77
86,83
66,65
49,47
93,56
86,78
90,100
100,28
37,58
60,89
17,34
81,75
42,10
