85 2384
value,weight
44,19
97,97
43,39
5,59
10,58
52,20
99,98
74,27
99,8
50,53
67,17
62,45
98,60
43,98
76,88
36,51
7,73
50,74
94,44
8,36
64,61
50,44
21,52
37,99
6,84
65,7
94,15
92,64
30,62
62,96
6,60
27,46
2,41
55,2
39,96
92,94
20,25
29,6
86,93
83,97
83,31
75,93
95,81
56,100
15,91
82,21
52,76
30,3
20,41
72,10
47,73
53,99
44,52
78,16
65,98
49,9
60,55
1,53
44,71
9,19
21,52
56,42
29,96
10,44
12,8
38,88
59,95
23,49
14,94
3,89
11,59
52,22
90,68
77,67
47,66
73,8
50,8
87,7
58,98
80,38
43,55
24,65
1,61
4,99
28,91
