100 2159
value,weight
34,29
29,3
21,45
82,83
20,42
21,64
20,2
19,2
83,35
81,47
20,30
5,74
36,14
17,33
65,4
15,4
12,50
14,7
90,27
21,84
26,68
62,44
51,29
75,18
7,94
1,28
77,8
65,9
27,35
88,6
74,67
23,43
59,40
77,16
7,72
55,65
43,98
29,33
61,6
12,17
68,27
16,49
77,81
93,92
11,76
31,33
39,52
41,65
88,1
71,48
87,22
39,4
100,83
54,26
65,55
29,6
50,9
52,92
75,56
87,1
77,60
77,50
4,54
57,30
78,78
86,82
30,50
71,5
37,21
53,74
23,17
59,81
57,65
23,32
89,8
10,28
62,62
39,82
78,51
82,15
76,27
50,52
87,80
77,3
14,52
44,51
69,29
23,50
74,71
3,48
64,58
17,58
74,66
3,69
69,94
35,11
55,73
52,38
46,40
6,50
