85 2034
value,weight
39,9
71,40
16,29
54,71
54,30
61,7
82,18
98,94
15,12
75,54
30,80
28,16
80,82
41,1
21,31
97,41
37,32
23,10
74,55
3,31
55,72
46,76
89,79
10,58
97,12
87,39
29,99
93,5
64,11
51,85
100,1
24,88
17,8
60,81
9,66
81,87
44,3
41,34
47,33
29,79
22,76
69,90
48,71
16,34
53,89
16,29
54,71
15,76
17,17
10,48
8,79
41,4
29,85
5,18
92,39
3,50
24,32
30,60
56,74
18,25
18,4
34,27
50,1
46,73
18,28
75,32
7,88
79,42
93,31
71,59
75,90
64,4
89,90
62,76
95,81
38,8
44,52
58,2
77,86
87,64
9,89
35,70
33,42
78,63
62,40
