100 2596
value,weight
79,48
61,17
64,49
100,10
51,24
34,35
57,58
68,60
75,46
80,79
44,47
96,67
61,53
61,80
4,31
15,15
28,38
57,23
55,71
21,87
88,68
48,19
45,22
51,23
13,2
33,70
12,61
59,16
1,96
36,66
21,58
34,11
42,95
6,21
41,36
91,11
48,57
22,31
7,13
20,42
11,54
20,64
95,24
33,53
71,81
32,80
94,10
75,91
82,40
22,81
31,78
97,15
66,11
91,93
97,48
93,89
90,59
8,62
31,82
73,85
12,83
16,50
10,23
56,69
70,39
84,28
16,2
64,18
28,94
65,87
30,81
90,89
56,99
84,77
8,56
41,13
6,24
82,58
86,87
90,21
86,75
69,97
88,82
73,62
36,55
99,76
98,88
72,66
50,5
46,12
65,56
50,39
51,6
76,44
22,41
81,80
4,85
61,84
21,52
94,33
