95 2466
value,weight
91,13
98,24
31,56
36,43
34,77
48,81
17,58
61,63
9,70
45,88
66,41
71,63
22,91
92,75
44,13
10,32
79,28
84,69
93,94
22,69
48,29
76,93
83,48
46,96
12,35
71,37
13,44
19,48
23,43
60,68
54,2
67,77
80,23
7,4
78,7
56,96
53,70
31,70
79,88
85,10
19,46
55,67
7,38
84,20
81,44
15,79
18,95
64,35
46,43
36,100
72,11
84,99
72,19
86,76
39,15
77,33
28,46
40,66
70,81
84,15
9,40
98,25
7,69
11,57
52,6
95,42
18,35
94,87
38,19
8,37
83,87
8,69
71,97
18,27
7,10
88,31
85,31
58,3
2,82
72,71
3,91
52,49
44,3
84,76
29,42
23,80
82,47
28,68
9,55
17,14
74,97
83,49
97,21
8,84
59,67
