100 2408
value,weight
13,37
83,28
97,38
4,14
20,20
26,39
61,45
32,67
1,45
66,62
33,57
16,62
21,57
78,29
65,52
69,2
38,76
62,4
24,17
50,23
98,76
56,17
93,35
86,32
66,8
87,32
64,30
9,86
97,8
62,41
77,55
59,20
97,48
13,43
97,73
54,70
9,69
22,84
19,66
7,78
77,15
90,59
48,2
93,10
25,75
67,53
50,95
32,46
83,14
2,14
89,42
77,16
57,32
34,91
80,3
97,20
1,95
25,81
76,53
47,7
28,69
9,75
4,15
82,29
8,93
69,52
79,14
47,96
90,43
57,68
85,36
29,38
2,10
90,8
48,57
60,88
11,5
7,12
24,56
80,63
25,13
15,98
84,78
97,54
14,75
77,5
36,90
91,33
10,87
76,89
11,96
84,76
19,60
86,80
53,66
53,80
42,76
23,29
63,75
67,62
