90 2178
value,weight
13,53
59,95
67,53
40,21
43,74
65,76
6,16
86,31
41,62
7,11
82,77
41,30
67,19
5,83
74,79
63,33
100,66
13,62
81,12
25,100
10,70
42,80
91,46
46,18
45,31
15,33
49,67
91,39
26,22
52,82
25,27
8,6
78,28
16,18
47,90
11,36
80,84
93,50
37,40
86,43
38,23
20,77
76,61
72,26
57,52
73,96
6,96
61,65
13,88
33,84
29,96
59,9
83,2
88,14
50,36
54,13
8,13
16,89
77,67
88,66
12,23
13,28
27,57
38,17
1,100
22,26
62,63
22,74
54,54
60,1
82,19
92,76
22,9
53,89
46,10
51,57
70,6
94,28
60,58
90,11
45,42
93,9
87,6
77,42
35,73
23,64
87,14
87,77
77,97
57,91
