85 1993
value,weight
41,5
50,20
64,51
3,22
59,64
89,94
96,38
11,99
90,99
90,30
27,60
23,16
55,24
16,98
26,77
61,72
9,28
28,36
8,24
28,45
16,45
94,28
14,69
6,23
24,10
27,53
61,87
74,87
87,5
17,98
50,45
2,18
49,14
56,63
73,72
84,15
77,89
23,40
55,79
68,19
75,12
94,57
18,7
58,35
97,7
3,94
85,33
53,63
8,26
60,4
96,19
2,70
16,7
60,99
53,57
71,62
26,75
18,95
36,98
57,46
83,31
26,14
7,13
3,11
19,18
61,22
100,90
71,14
79,5
11,64
38,86
21,1
70,53
89,94
8,25
37,50
26,46
37,73
99,3
49,96
67,58
66,95
96,24
23,44
65,29
