90 2423
value,weight
17,88
18,98
24,32
38,3
21,35
6,17
23,12
28,37
55,16
31,77
4,7
45,60
23,97
49,44
77,98
99,79
99,53
70,91
65,42
25,45
17,93
25,3
22,68
97,29
70,71
29,97
21,70
36,17
39,96
85,94
100,19
46,48
83,94
13,77
46,95
88,45
88,36
100,89
63,9
84,34
86,13
5,95
35,7
12,14
58,40
87,87
95,97
98,1
27,53
31,71
96,59
60,43
49,59
63,95
40,23
60,86
92,53
70,93
73,32
57,83
59,18
23,47
76,94
13,35
84,11
3,55
50,48
70,19
98,7
92,56
54,28
43,92
72,21
66,17
58,82
90,37
57,93
58,88
6,61
94,19
72,84
48,78
34,88
54,62
72,18
38,43
97,50
19,86
34,44
37,46
