95 2402
value,weight
73,61
29,9
63,39
21,48
85,90
38,92
49,8
23,91
98,40
52,49
38,94
37,27
35,63
13,100
60,49
90,100
27,76
97,80
81,77
47,75
53,67
70,86
79,23
91,61
2,29
18,49
85,47
51,4
16,32
30,60
2,49
52,65
87,89
37,90
93,21
58,21
19,87
23,59
76,13
50,36
23,48
48,97
46,41
40,81
91,3
6,94
10,47
26,67
97,3
25,93
90,64
19,44
52,25
57,67
79,20
59,24
57,3
81,80
52,7
88,18
76,16
98,53
23,99
65,25
78,43
34,66
58,50
22,27
33,54
33,49
73,98
38,45
42,6
65,40
37,25
76,5
12,69
35,34
7,30
68,4
52,87
21,5
1,28
65,98
60,6
23,85
78,44
32,61
69,50
44,47
9,37
88,87
91,4
54,84
22,62
